Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Seminar,6947,1,09:00 - 17:00,2024-01-23,2024-01-23,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,2,12:00 - 22:00,2024-01-26,2024-01-27,"18-25, Indore, Tech","80%, Negative"
Festival,1041,1,09:00 - 17:00,2024-01-13,2024-01-13,"20-45, Mumbai, Sports","80%, Negative"
Conference,579,1,09:00 - 17:00,2024-01-03,2024-01-03,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1041,1,10:00 - 18:00,2024-01-08,2024-01-08,"20-45, Mumbai, Sports","80%, Negative"
Festival,1041,4,10:00 - 18:00,2024-01-02,2024-01-05,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,579,1,12:00 - 22:00,2024-01-26,2024-01-26,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,1,12:00 - 22:00,2024-01-30,2024-01-30,"20-45, Mumbai, Sports","95%, Positive"
Conference,6947,1,10:00 - 18:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","80%, Negative"
Festival,6947,1,14:00 - 20:00,2024-01-08,2024-01-08,"20-45, Mumbai, Sports","80%, Negative"
Seminar,579,1,14:00 - 20:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","95%, Positive"
Conference,1041,1,09:00 - 17:00,2024-01-13,2024-01-13,"18-25, Indore, Tech","80%, Negative"
Festival,1041,1,09:00 - 17:00,2024-01-13,2024-01-13,"18-35, Maharashtra, Arts","95%, Positive"
Conference,579,1,12:00 - 22:00,2024-01-20,2024-01-20,"18-35, Maharashtra, Arts","95%, Positive"
Festival,1041,1,14:00 - 20:00,2024-01-21,2024-01-21,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,579,4,10:00 - 18:00,2024-01-22,2024-01-25,"18-25, Indore, Tech","80%, Negative"
Festival,1170,4,09:00 - 17:00,2024-01-19,2024-01-22,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1041,1,09:00 - 17:00,2024-01-22,2024-01-22,"18-25, Indore, Tech","95%, Positive"
Trade Show,6947,1,12:00 - 22:00,2024-01-19,2024-01-19,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1170,4,10:00 - 18:00,2024-01-25,2024-01-28,"20-45, Mumbai, Sports","95%, Positive"
Seminar,579,1,14:00 - 20:00,2024-01-09,2024-01-09,"20-45, Mumbai, Sports","80%, Negative"
Seminar,579,1,12:00 - 22:00,2024-01-22,2024-01-22,"20-45, Mumbai, Sports","80%, Negative"
Festival,1170,4,10:00 - 18:00,2024-01-27,2024-01-30,"18-25, Indore, Tech","75%, Neutral"
Festival,1170,1,10:00 - 18:00,2024-01-08,2024-01-08,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,579,4,12:00 - 22:00,2024-01-03,2024-01-06,"18-25, Indore, Tech","80%, Negative"
Trade Show,579,2,12:00 - 22:00,2024-01-28,2024-01-29,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,579,1,09:00 - 17:00,2024-01-27,2024-01-27,"18-25, Indore, Tech","75%, Neutral"
Conference,579,1,10:00 - 18:00,2024-01-25,2024-01-25,"20-45, Mumbai, Sports","75%, Neutral"
Conference,579,1,12:00 - 22:00,2024-01-11,2024-01-11,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1170,1,10:00 - 18:00,2024-01-23,2024-01-23,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,4,14:00 - 20:00,2024-01-05,2024-01-08,"18-25, Indore, Tech","75%, Neutral"
Seminar,6947,2,12:00 - 22:00,2024-01-23,2024-01-24,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,1,09:00 - 17:00,2024-01-12,2024-01-12,"18-25, Indore, Tech","95%, Positive"
Festival,1170,1,14:00 - 20:00,2024-01-26,2024-01-26,"18-25, Indore, Tech","80%, Negative"
Trade Show,1170,1,14:00 - 20:00,2024-01-21,2024-01-21,"20-45, Mumbai, Sports","75%, Neutral"
Conference,579,1,14:00 - 20:00,2024-01-11,2024-01-11,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,579,1,12:00 - 22:00,2024-01-02,2024-01-02,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,579,1,12:00 - 22:00,2024-01-30,2024-01-30,"18-25, Indore, Tech","80%, Negative"
Conference,1170,1,09:00 - 17:00,2024-01-11,2024-01-11,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,6947,2,12:00 - 22:00,2024-01-15,2024-01-16,"20-45, Mumbai, Sports","95%, Positive"
Festival,6947,1,12:00 - 22:00,2024-01-05,2024-01-05,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,579,1,12:00 - 22:00,2024-01-22,2024-01-22,"18-25, Indore, Tech","80%, Negative"
Festival,6947,1,14:00 - 20:00,2024-01-20,2024-01-20,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,6947,1,10:00 - 18:00,2024-01-16,2024-01-16,"20-45, Mumbai, Sports","95%, Positive"
Conference,1170,4,10:00 - 18:00,2024-01-19,2024-01-22,"18-25, Indore, Tech","80%, Negative"
Trade Show,1041,4,10:00 - 18:00,2024-01-22,2024-01-25,"20-45, Mumbai, Sports","95%, Positive"
Seminar,579,2,14:00 - 20:00,2024-01-21,2024-01-22,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1041,1,09:00 - 17:00,2024-01-18,2024-01-18,"18-25, Indore, Tech","80%, Negative"
Seminar,6947,4,10:00 - 18:00,2024-01-12,2024-01-15,"20-45, Mumbai, Sports","80%, Negative"
Festival,1041,2,09:00 - 17:00,2024-01-30,2024-01-31,"18-25, Indore, Tech","95%, Positive"
Conference,6947,2,12:00 - 22:00,2024-01-08,2024-01-09,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,6947,2,09:00 - 17:00,2024-01-31,2024-02-01,"18-25, Indore, Tech","80%, Negative"
Seminar,6947,4,10:00 - 18:00,2024-01-21,2024-01-24,"18-25, Indore, Tech","80%, Negative"
Seminar,579,4,12:00 - 22:00,2024-01-28,2024-01-31,"18-25, Indore, Tech","95%, Positive"
Seminar,6947,4,10:00 - 18:00,2024-01-31,2024-02-03,"20-45, Mumbai, Sports","80%, Negative"
Seminar,579,1,10:00 - 18:00,2024-01-04,2024-01-04,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,6947,1,12:00 - 22:00,2024-01-21,2024-01-21,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1041,4,10:00 - 18:00,2024-01-08,2024-01-11,"20-45, Mumbai, Sports","80%, Negative"
Conference,1041,1,09:00 - 17:00,2024-01-12,2024-01-12,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1170,1,12:00 - 22:00,2024-01-07,2024-01-07,"18-35, Maharashtra, Arts","95%, Positive"
Festival,1041,1,09:00 - 17:00,2024-01-15,2024-01-15,"20-45, Mumbai, Sports","80%, Negative"
Conference,6947,1,14:00 - 20:00,2024-01-05,2024-01-05,"20-45, Mumbai, Sports","95%, Positive"
Seminar,579,1,09:00 - 17:00,2024-01-10,2024-01-10,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1170,1,12:00 - 22:00,2024-01-20,2024-01-20,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1041,1,12:00 - 22:00,2024-01-19,2024-01-19,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,1041,1,10:00 - 18:00,2024-01-16,2024-01-16,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,6947,1,09:00 - 17:00,2024-01-28,2024-01-28,"20-45, Mumbai, Sports","80%, Negative"
Festival,579,1,14:00 - 20:00,2024-01-26,2024-01-26,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,6947,2,10:00 - 18:00,2024-01-03,2024-01-04,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,6947,2,10:00 - 18:00,2024-01-12,2024-01-13,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1041,2,14:00 - 20:00,2024-01-03,2024-01-04,"18-25, Indore, Tech","75%, Neutral"
Festival,1170,1,14:00 - 20:00,2024-01-07,2024-01-07,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1170,1,09:00 - 17:00,2024-01-15,2024-01-15,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,1041,1,12:00 - 22:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,579,1,12:00 - 22:00,2024-01-31,2024-01-31,"20-45, Mumbai, Sports","80%, Negative"
Festival,1170,1,14:00 - 20:00,2024-01-17,2024-01-17,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1170,4,14:00 - 20:00,2024-01-04,2024-01-07,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1170,1,12:00 - 22:00,2024-01-22,2024-01-22,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6947,1,14:00 - 20:00,2024-01-07,2024-01-07,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,6947,1,09:00 - 17:00,2024-01-23,2024-01-23,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1170,1,09:00 - 17:00,2024-01-11,2024-01-11,"20-45, Mumbai, Sports","80%, Negative"
Conference,6947,4,14:00 - 20:00,2024-01-17,2024-01-20,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,579,1,14:00 - 20:00,2024-01-25,2024-01-25,"18-25, Indore, Tech","75%, Neutral"
Trade Show,6947,1,09:00 - 17:00,2024-01-11,2024-01-11,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1041,2,12:00 - 22:00,2024-01-11,2024-01-12,"18-25, Indore, Tech","80%, Negative"
Seminar,1041,1,09:00 - 17:00,2024-01-19,2024-01-19,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,1041,4,12:00 - 22:00,2024-01-11,2024-01-14,"18-25, Indore, Tech","75%, Neutral"
Conference,1170,1,12:00 - 22:00,2024-01-14,2024-01-14,"20-45, Mumbai, Sports","80%, Negative"
Conference,6947,1,12:00 - 22:00,2024-01-29,2024-01-29,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,4,12:00 - 22:00,2024-01-15,2024-01-18,"18-25, Indore, Tech","80%, Negative"
Seminar,579,2,14:00 - 20:00,2024-01-27,2024-01-28,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1170,4,12:00 - 22:00,2024-01-05,2024-01-08,"18-25, Indore, Tech","95%, Positive"
Trade Show,6947,1,10:00 - 18:00,2024-01-13,2024-01-13,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1041,2,09:00 - 17:00,2024-01-28,2024-01-29,"18-25, Indore, Tech","80%, Negative"
Seminar,6947,4,10:00 - 18:00,2024-01-22,2024-01-25,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6947,1,12:00 - 22:00,2024-01-02,2024-01-02,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,1,09:00 - 17:00,2024-01-30,2024-01-30,"18-25, Indore, Tech","75%, Neutral"
Seminar,1041,2,12:00 - 22:00,2024-01-09,2024-01-10,"18-25, Indore, Tech","80%, Negative"
Trade Show,6947,2,09:00 - 17:00,2024-01-12,2024-01-13,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,1,09:00 - 17:00,2024-01-26,2024-01-26,"18-25, Indore, Tech","95%, Positive"
Conference,1041,2,12:00 - 22:00,2024-01-30,2024-01-31,"18-25, Indore, Tech","95%, Positive"
Festival,1170,4,12:00 - 22:00,2024-01-31,2024-02-03,"20-45, Mumbai, Sports","80%, Negative"
Seminar,6947,1,10:00 - 18:00,2024-01-16,2024-01-16,"18-25, Indore, Tech","80%, Negative"
Conference,6947,1,12:00 - 22:00,2024-01-20,2024-01-20,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,579,2,10:00 - 18:00,2024-01-18,2024-01-19,"20-45, Mumbai, Sports","75%, Neutral"
Conference,579,4,14:00 - 20:00,2024-01-28,2024-01-31,"18-25, Indore, Tech","95%, Positive"
Seminar,579,4,09:00 - 17:00,2024-01-14,2024-01-17,"18-25, Indore, Tech","80%, Negative"
Festival,6947,1,12:00 - 22:00,2024-01-24,2024-01-24,"20-45, Mumbai, Sports","75%, Neutral"
Festival,1170,4,14:00 - 20:00,2024-01-09,2024-01-12,"18-25, Indore, Tech","75%, Neutral"
Conference,1170,1,10:00 - 18:00,2024-01-01,2024-01-01,"18-35, Maharashtra, Arts","95%, Positive"
Conference,6947,2,10:00 - 18:00,2024-01-16,2024-01-17,"18-35, Maharashtra, Arts","80%, Negative"
Festival,579,4,09:00 - 17:00,2024-01-13,2024-01-16,"20-45, Mumbai, Sports","95%, Positive"
Conference,1041,1,14:00 - 20:00,2024-01-05,2024-01-05,"20-45, Mumbai, Sports","80%, Negative"
Festival,1041,1,09:00 - 17:00,2024-01-23,2024-01-23,"20-45, Mumbai, Sports","95%, Positive"
Festival,579,2,10:00 - 18:00,2024-01-27,2024-01-28,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,1,14:00 - 20:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,1,09:00 - 17:00,2024-01-14,2024-01-14,"20-45, Mumbai, Sports","80%, Negative"
Seminar,6947,1,12:00 - 22:00,2024-01-11,2024-01-11,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6947,1,09:00 - 17:00,2024-01-11,2024-01-11,"20-45, Mumbai, Sports","95%, Positive"
Conference,579,4,10:00 - 18:00,2024-01-31,2024-02-03,"20-45, Mumbai, Sports","95%, Positive"
Conference,6947,1,10:00 - 18:00,2024-01-13,2024-01-13,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1041,2,10:00 - 18:00,2024-01-29,2024-01-30,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1170,1,09:00 - 17:00,2024-01-11,2024-01-11,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1170,1,12:00 - 22:00,2024-01-27,2024-01-27,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,579,4,10:00 - 18:00,2024-01-30,2024-02-02,"20-45, Mumbai, Sports","95%, Positive"
Festival,579,1,14:00 - 20:00,2024-01-19,2024-01-19,"18-25, Indore, Tech","75%, Neutral"
Seminar,6947,4,09:00 - 17:00,2024-01-02,2024-01-05,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1170,1,10:00 - 18:00,2024-01-27,2024-01-27,"20-45, Mumbai, Sports","80%, Negative"
Conference,579,4,10:00 - 18:00,2024-01-16,2024-01-19,"18-25, Indore, Tech","75%, Neutral"
Trade Show,579,1,12:00 - 22:00,2024-01-10,2024-01-10,"18-35, Maharashtra, Arts","80%, Negative"
Festival,6947,1,10:00 - 18:00,2024-01-04,2024-01-04,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,1,10:00 - 18:00,2024-01-24,2024-01-24,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1041,1,10:00 - 18:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","80%, Negative"
Conference,1170,1,10:00 - 18:00,2024-01-17,2024-01-17,"20-45, Mumbai, Sports","95%, Positive"
Festival,1041,4,09:00 - 17:00,2024-01-14,2024-01-17,"18-25, Indore, Tech","80%, Negative"
Conference,6947,4,14:00 - 20:00,2024-01-25,2024-01-28,"20-45, Mumbai, Sports","80%, Negative"
Festival,6947,2,14:00 - 20:00,2024-01-02,2024-01-03,"20-45, Mumbai, Sports","80%, Negative"
Conference,1170,1,14:00 - 20:00,2024-01-20,2024-01-20,"20-45, Mumbai, Sports","95%, Positive"
Festival,1041,2,09:00 - 17:00,2024-01-10,2024-01-11,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1170,1,12:00 - 22:00,2024-01-27,2024-01-27,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,579,4,12:00 - 22:00,2024-01-25,2024-01-28,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,579,1,09:00 - 17:00,2024-01-06,2024-01-06,"20-45, Mumbai, Sports","80%, Negative"
Conference,579,4,14:00 - 20:00,2024-01-10,2024-01-13,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,6947,4,14:00 - 20:00,2024-01-25,2024-01-28,"20-45, Mumbai, Sports","80%, Negative"
Festival,579,1,12:00 - 22:00,2024-01-19,2024-01-19,"18-25, Indore, Tech","95%, Positive"
Festival,579,1,14:00 - 20:00,2024-01-17,2024-01-17,"18-25, Indore, Tech","80%, Negative"
Seminar,1041,2,12:00 - 22:00,2024-01-05,2024-01-06,"20-45, Mumbai, Sports","95%, Positive"
Seminar,6947,1,12:00 - 22:00,2024-01-25,2024-01-25,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,579,1,09:00 - 17:00,2024-01-18,2024-01-18,"18-25, Indore, Tech","95%, Positive"
Trade Show,1170,1,14:00 - 20:00,2024-01-09,2024-01-09,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,1170,1,12:00 - 22:00,2024-01-30,2024-01-30,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,6947,2,09:00 - 17:00,2024-01-07,2024-01-08,"18-25, Indore, Tech","95%, Positive"
Conference,579,4,12:00 - 22:00,2024-01-17,2024-01-20,"18-25, Indore, Tech","75%, Neutral"
Seminar,6947,1,12:00 - 22:00,2024-01-06,2024-01-06,"20-45, Mumbai, Sports","80%, Negative"
Conference,6947,4,10:00 - 18:00,2024-01-25,2024-01-28,"20-45, Mumbai, Sports","95%, Positive"
Conference,6947,2,14:00 - 20:00,2024-01-29,2024-01-30,"18-25, Indore, Tech","95%, Positive"
Trade Show,579,2,10:00 - 18:00,2024-01-26,2024-01-27,"20-45, Mumbai, Sports","95%, Positive"
Seminar,579,1,09:00 - 17:00,2024-01-12,2024-01-12,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1170,1,09:00 - 17:00,2024-01-07,2024-01-07,"18-25, Indore, Tech","80%, Negative"
Festival,6947,1,09:00 - 17:00,2024-01-12,2024-01-12,"18-25, Indore, Tech","75%, Neutral"
Festival,579,2,09:00 - 17:00,2024-01-31,2024-02-01,"18-25, Indore, Tech","95%, Positive"
Festival,579,1,14:00 - 20:00,2024-01-10,2024-01-10,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1170,1,14:00 - 20:00,2024-01-17,2024-01-17,"18-35, Maharashtra, Arts","95%, Positive"
Festival,579,1,10:00 - 18:00,2024-01-17,2024-01-17,"20-45, Mumbai, Sports","95%, Positive"
Festival,6947,1,09:00 - 17:00,2024-01-26,2024-01-26,"20-45, Mumbai, Sports","80%, Negative"
Conference,1041,1,09:00 - 17:00,2024-01-02,2024-01-02,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,579,1,12:00 - 22:00,2024-01-28,2024-01-28,"18-25, Indore, Tech","80%, Negative"
Seminar,1041,2,14:00 - 20:00,2024-01-18,2024-01-19,"20-45, Mumbai, Sports","80%, Negative"
Conference,1041,4,12:00 - 22:00,2024-01-28,2024-01-31,"20-45, Mumbai, Sports","80%, Negative"
Conference,1041,4,14:00 - 20:00,2024-01-16,2024-01-19,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1170,1,09:00 - 17:00,2024-01-13,2024-01-13,"20-45, Mumbai, Sports","95%, Positive"
Seminar,1041,4,12:00 - 22:00,2024-01-16,2024-01-19,"20-45, Mumbai, Sports","80%, Negative"
Seminar,6947,2,09:00 - 17:00,2024-01-18,2024-01-19,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,579,1,09:00 - 17:00,2024-01-20,2024-01-20,"20-45, Mumbai, Sports","80%, Negative"
Conference,1170,1,12:00 - 22:00,2024-01-06,2024-01-06,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1170,4,10:00 - 18:00,2024-01-31,2024-02-03,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1170,2,14:00 - 20:00,2024-01-27,2024-01-28,"20-45, Mumbai, Sports","95%, Positive"
Seminar,6947,4,09:00 - 17:00,2024-01-14,2024-01-17,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1170,2,09:00 - 17:00,2024-01-31,2024-02-01,"20-45, Mumbai, Sports","80%, Negative"
Conference,1041,4,12:00 - 22:00,2024-01-05,2024-01-08,"18-25, Indore, Tech","95%, Positive"
Seminar,579,4,12:00 - 22:00,2024-01-10,2024-01-13,"20-45, Mumbai, Sports","80%, Negative"
Festival,6947,2,10:00 - 18:00,2024-01-28,2024-01-29,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,1,10:00 - 18:00,2024-01-22,2024-01-22,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1041,1,14:00 - 20:00,2024-01-04,2024-01-04,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1170,4,09:00 - 17:00,2024-01-30,2024-02-02,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,579,4,10:00 - 18:00,2024-01-27,2024-01-30,"18-25, Indore, Tech","75%, Neutral"
Seminar,1170,2,09:00 - 17:00,2024-01-01,2024-01-02,"18-25, Indore, Tech","80%, Negative"
Trade Show,1170,1,12:00 - 22:00,2024-01-13,2024-01-13,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1170,1,12:00 - 22:00,2024-01-16,2024-01-16,"20-45, Mumbai, Sports","80%, Negative"
Festival,6947,4,09:00 - 17:00,2024-01-31,2024-02-03,"20-45, Mumbai, Sports","95%, Positive"
Festival,579,1,10:00 - 18:00,2024-01-25,2024-01-25,"18-25, Indore, Tech","80%, Negative"
Seminar,579,2,14:00 - 20:00,2024-01-20,2024-01-21,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,579,4,12:00 - 22:00,2024-01-19,2024-01-22,"18-25, Indore, Tech","80%, Negative"
Trade Show,1041,2,09:00 - 17:00,2024-01-28,2024-01-29,"18-25, Indore, Tech","80%, Negative"
Festival,1041,1,12:00 - 22:00,2024-01-08,2024-01-08,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,579,2,10:00 - 18:00,2024-01-10,2024-01-11,"20-45, Mumbai, Sports","80%, Negative"
Conference,1170,2,14:00 - 20:00,2024-01-22,2024-01-23,"18-25, Indore, Tech","75%, Neutral"
Conference,1041,1,10:00 - 18:00,2024-01-25,2024-01-25,"18-25, Indore, Tech","80%, Negative"
Trade Show,1041,4,10:00 - 18:00,2024-01-02,2024-01-05,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,1041,1,09:00 - 17:00,2024-01-13,2024-01-13,"18-35, Maharashtra, Arts","80%, Negative"
Conference,6947,1,14:00 - 20:00,2024-01-18,2024-01-18,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,6947,1,12:00 - 22:00,2024-01-02,2024-01-02,"20-45, Mumbai, Sports","95%, Positive"
Seminar,579,1,12:00 - 22:00,2024-01-25,2024-01-25,"18-25, Indore, Tech","95%, Positive"
Festival,1170,4,09:00 - 17:00,2024-01-13,2024-01-16,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,579,4,10:00 - 18:00,2024-01-28,2024-01-31,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,579,1,14:00 - 20:00,2024-01-08,2024-01-08,"20-45, Mumbai, Sports","75%, Neutral"
Festival,579,1,10:00 - 18:00,2024-01-09,2024-01-09,"20-45, Mumbai, Sports","95%, Positive"
Festival,1041,1,09:00 - 17:00,2024-01-17,2024-01-17,"20-45, Mumbai, Sports","95%, Positive"
Conference,579,1,12:00 - 22:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","95%, Positive"
Conference,579,1,09:00 - 17:00,2024-01-24,2024-01-24,"20-45, Mumbai, Sports","80%, Negative"
Seminar,6947,4,09:00 - 17:00,2024-01-21,2024-01-24,"20-45, Mumbai, Sports","95%, Positive"
Festival,1041,4,14:00 - 20:00,2024-01-03,2024-01-06,"18-25, Indore, Tech","75%, Neutral"
Trade Show,579,4,14:00 - 20:00,2024-01-26,2024-01-29,"18-25, Indore, Tech","80%, Negative"
Seminar,1041,2,09:00 - 17:00,2024-01-10,2024-01-11,"18-25, Indore, Tech","80%, Negative"
Festival,579,4,12:00 - 22:00,2024-01-29,2024-02-01,"20-45, Mumbai, Sports","80%, Negative"
Conference,1170,1,12:00 - 22:00,2024-01-22,2024-01-22,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1041,1,12:00 - 22:00,2024-01-16,2024-01-16,"18-25, Indore, Tech","80%, Negative"
Seminar,6947,1,14:00 - 20:00,2024-01-12,2024-01-12,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,6947,1,09:00 - 17:00,2024-01-16,2024-01-16,"20-45, Mumbai, Sports","75%, Neutral"
Festival,1170,1,10:00 - 18:00,2024-01-08,2024-01-08,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1170,1,12:00 - 22:00,2024-01-14,2024-01-14,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,6947,2,10:00 - 18:00,2024-01-20,2024-01-21,"20-45, Mumbai, Sports","80%, Negative"
Festival,1041,2,14:00 - 20:00,2024-01-28,2024-01-29,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1041,4,09:00 - 17:00,2024-01-21,2024-01-24,"18-25, Indore, Tech","80%, Negative"
Trade Show,579,1,12:00 - 22:00,2024-01-25,2024-01-25,"18-25, Indore, Tech","80%, Negative"
Conference,6947,1,14:00 - 20:00,2024-01-23,2024-01-23,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,579,2,12:00 - 22:00,2024-01-21,2024-01-22,"18-25, Indore, Tech","75%, Neutral"
Seminar,1170,2,10:00 - 18:00,2024-01-24,2024-01-25,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,1041,2,09:00 - 17:00,2024-01-09,2024-01-10,"20-45, Mumbai, Sports","80%, Negative"
Festival,6947,1,09:00 - 17:00,2024-01-18,2024-01-18,"20-45, Mumbai, Sports","95%, Positive"
Festival,579,4,10:00 - 18:00,2024-01-18,2024-01-21,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1170,1,10:00 - 18:00,2024-01-22,2024-01-22,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6947,2,12:00 - 22:00,2024-01-17,2024-01-18,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,1170,4,10:00 - 18:00,2024-01-09,2024-01-12,"18-25, Indore, Tech","95%, Positive"
Seminar,6947,4,10:00 - 18:00,2024-01-06,2024-01-09,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1041,2,09:00 - 17:00,2024-01-20,2024-01-21,"18-25, Indore, Tech","80%, Negative"
Conference,579,1,12:00 - 22:00,2024-01-31,2024-01-31,"18-25, Indore, Tech","80%, Negative"
Seminar,1041,1,10:00 - 18:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","80%, Negative"
Festival,1041,2,14:00 - 20:00,2024-01-13,2024-01-14,"18-25, Indore, Tech","80%, Negative"
Seminar,579,2,09:00 - 17:00,2024-01-03,2024-01-04,"18-25, Indore, Tech","80%, Negative"
Seminar,6947,2,10:00 - 18:00,2024-01-07,2024-01-08,"20-45, Mumbai, Sports","75%, Neutral"
Conference,6947,1,09:00 - 17:00,2024-01-27,2024-01-27,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1041,1,14:00 - 20:00,2024-01-01,2024-01-01,"20-45, Mumbai, Sports","95%, Positive"
Festival,1041,1,14:00 - 20:00,2024-01-23,2024-01-23,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,579,2,12:00 - 22:00,2024-01-14,2024-01-15,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,1041,2,10:00 - 18:00,2024-01-14,2024-01-15,"20-45, Mumbai, Sports","80%, Negative"
