Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Festival,5933,4,14:00 - 20:00,2024-12-12,2024-12-15,"25-50, Delhi, Business","95%, Positive"
Festival,1788,3,10:00 - 18:00,2024-10-06,2024-10-08,"20-45, Mumbai, Sports","85%, Positive"
Seminar,1014,2,09:00 - 17:00,2025-01-24,2025-01-25,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1404,3,10:00 - 18:00,2024-11-22,2024-11-24,"18-35, Maharashtra, Arts","80%, Negative"
Festival,5488,3,09:00 - 17:00,2024-10-19,2024-10-21,"25-50, Delhi, Business","70%, Negative"
Trade Show,1498,1,12:00 - 22:00,2024-12-08,2024-12-08,"30-60, Bangalore, Education","80%, Negative"
Conference,1318,4,10:00 - 18:00,2024-11-04,2024-11-07,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1767,4,10:00 - 18:00,2024-12-17,2024-12-20,"20-45, Mumbai, Sports","80%, Negative"
Festival,579,3,14:00 - 20:00,2024-12-05,2024-12-07,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,412,2,10:00 - 18:00,2024-10-10,2024-10-11,"25-50, Delhi, Business","85%, Positive"
Festival,1836,4,10:00 - 18:00,2024-10-14,2024-10-17,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,1105,4,09:00 - 17:00,2024-10-15,2024-10-18,"30-60, Bangalore, Education","80%, Negative"
Seminar,99,2,09:00 - 17:00,2024-11-12,2024-11-13,"20-45, Mumbai, Sports","85%, Positive"
Festival,1431,4,09:00 - 17:00,2024-10-19,2024-10-22,"30-60, Bangalore, Education","80%, Negative"
Trade Show,2065,1,10:00 - 18:00,2024-11-21,2024-11-21,"25-50, Delhi, Business","85%, Positive"
Festival,5836,1,09:00 - 17:00,2024-10-14,2024-10-14,"25-50, Delhi, Business","80%, Negative"
Festival,1127,4,09:00 - 17:00,2024-10-18,2024-10-21,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,467,3,09:00 - 17:00,2025-01-17,2025-01-19,"18-25, Indore, Tech","70%, Negative"
Festival,1757,3,09:00 - 17:00,2024-12-15,2024-12-17,"30-60, Bangalore, Education","75%, Neutral"
Festival,3483,1,10:00 - 18:00,2024-12-18,2024-12-18,"20-45, Mumbai, Sports","85%, Positive"
Seminar,114,3,09:00 - 17:00,2025-01-23,2025-01-25,"20-45, Mumbai, Sports","85%, Positive"
Conference,1453,3,10:00 - 18:00,2024-11-04,2024-11-06,"18-25, Indore, Tech","75%, Neutral"
Trade Show,754,4,14:00 - 20:00,2024-10-22,2024-10-25,"20-45, Mumbai, Sports","75%, Neutral"
Festival,2826,3,09:00 - 17:00,2024-12-16,2024-12-18,"20-45, Mumbai, Sports","95%, Positive"
Festival,6396,2,12:00 - 22:00,2025-01-29,2025-01-30,"25-50, Delhi, Business","70%, Negative"
Festival,576,3,10:00 - 18:00,2025-01-25,2025-01-27,"20-45, Mumbai, Sports","95%, Positive"
Seminar,612,4,09:00 - 17:00,2024-11-08,2024-11-11,"30-60, Bangalore, Education","85%, Positive"
Trade Show,2939,4,12:00 - 22:00,2024-12-09,2024-12-12,"25-50, Delhi, Business","95%, Positive"
Conference,357,2,10:00 - 18:00,2025-01-14,2025-01-15,"20-45, Mumbai, Sports","80%, Negative"
Seminar,1075,2,12:00 - 22:00,2025-01-26,2025-01-27,"30-60, Bangalore, Education","75%, Neutral"
Festival,1126,3,09:00 - 17:00,2025-01-26,2025-01-28,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,1160,1,09:00 - 17:00,2024-11-11,2024-11-11,"18-25, Indore, Tech","75%, Neutral"
Festival,4098,4,14:00 - 20:00,2024-12-26,2024-12-29,"20-45, Mumbai, Sports","80%, Negative"
Festival,5321,1,10:00 - 18:00,2025-01-10,2025-01-10,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,259,1,09:00 - 17:00,2024-10-18,2024-10-18,"20-45, Mumbai, Sports","80%, Negative"
Seminar,167,4,09:00 - 17:00,2025-01-13,2025-01-16,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2217,1,14:00 - 20:00,2024-12-14,2024-12-14,"18-25, Indore, Tech","70%, Negative"
Seminar,278,2,12:00 - 22:00,2025-01-13,2025-01-14,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1352,3,09:00 - 17:00,2024-10-10,2024-10-12,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1176,4,12:00 - 22:00,2025-01-08,2025-01-11,"30-60, Bangalore, Education","75%, Neutral"
Festival,6263,2,10:00 - 18:00,2024-12-13,2024-12-14,"18-25, Indore, Tech","95%, Positive"
Seminar,375,2,12:00 - 22:00,2025-01-28,2025-01-29,"25-50, Delhi, Business","75%, Neutral"
Conference,1780,3,09:00 - 17:00,2024-11-05,2024-11-07,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,2399,2,10:00 - 18:00,2024-11-12,2024-11-13,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,267,2,09:00 - 17:00,2024-12-12,2024-12-13,"25-50, Delhi, Business","95%, Positive"
Festival,566,3,10:00 - 18:00,2025-01-16,2025-01-18,"25-50, Delhi, Business","80%, Negative"
Festival,2349,2,10:00 - 18:00,2024-11-05,2024-11-06,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1191,4,09:00 - 17:00,2024-12-18,2024-12-21,"20-45, Mumbai, Sports","80%, Negative"
Festival,955,4,14:00 - 20:00,2024-10-09,2024-10-12,"18-25, Indore, Tech","75%, Neutral"
Festival,4816,4,12:00 - 22:00,2025-01-15,2025-01-18,"25-50, Delhi, Business","85%, Positive"
Festival,4590,2,10:00 - 18:00,2024-10-02,2024-10-03,"25-50, Delhi, Business","85%, Positive"
Seminar,556,2,12:00 - 22:00,2024-10-27,2024-10-28,"18-25, Indore, Tech","70%, Negative"
Trade Show,1500,3,14:00 - 20:00,2024-10-04,2024-10-06,"30-60, Bangalore, Education","75%, Neutral"
Seminar,408,4,09:00 - 17:00,2024-11-22,2024-11-25,"30-60, Bangalore, Education","80%, Negative"
Trade Show,1126,4,12:00 - 22:00,2025-01-03,2025-01-06,"25-50, Delhi, Business","80%, Negative"
Festival,4119,4,10:00 - 18:00,2024-12-29,2025-01-01,"30-60, Bangalore, Education","95%, Positive"
Seminar,1010,1,12:00 - 22:00,2024-11-14,2024-11-14,"25-50, Delhi, Business","85%, Positive"
Seminar,1138,4,09:00 - 17:00,2025-01-02,2025-01-05,"20-45, Mumbai, Sports","70%, Negative"
Seminar,338,3,09:00 - 17:00,2024-11-28,2024-11-30,"20-45, Mumbai, Sports","80%, Negative"
Seminar,528,3,10:00 - 18:00,2024-12-13,2024-12-15,"25-50, Delhi, Business","85%, Positive"
Conference,1585,2,09:00 - 17:00,2024-11-26,2024-11-27,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,2576,4,10:00 - 18:00,2024-10-15,2024-10-18,"20-45, Mumbai, Sports","95%, Positive"
Festival,3856,1,09:00 - 17:00,2025-01-22,2025-01-22,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,862,3,10:00 - 18:00,2024-11-24,2024-11-26,"18-25, Indore, Tech","95%, Positive"
Trade Show,2033,1,14:00 - 20:00,2024-12-20,2024-12-20,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,1079,1,12:00 - 22:00,2025-01-05,2025-01-05,"20-45, Mumbai, Sports","70%, Negative"
Conference,947,2,09:00 - 17:00,2024-10-28,2024-10-29,"20-45, Mumbai, Sports","70%, Negative"
Conference,355,2,10:00 - 18:00,2025-01-25,2025-01-26,"25-50, Delhi, Business","70%, Negative"
Trade Show,2326,3,14:00 - 20:00,2024-11-14,2024-11-16,"25-50, Delhi, Business","80%, Negative"
Trade Show,2928,4,10:00 - 18:00,2024-12-27,2024-12-30,"25-50, Delhi, Business","95%, Positive"
Conference,1624,3,09:00 - 17:00,2024-12-13,2024-12-15,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1023,4,10:00 - 18:00,2024-11-26,2024-11-29,"20-45, Mumbai, Sports","80%, Negative"
Festival,3415,3,09:00 - 17:00,2024-10-03,2024-10-05,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,1171,4,12:00 - 22:00,2025-01-06,2025-01-09,"20-45, Mumbai, Sports","70%, Negative"
Conference,400,4,09:00 - 17:00,2024-11-30,2024-12-03,"20-45, Mumbai, Sports","80%, Negative"
Seminar,776,3,09:00 - 17:00,2024-10-04,2024-10-06,"30-60, Bangalore, Education","70%, Negative"
Conference,377,2,09:00 - 17:00,2024-12-06,2024-12-07,"18-25, Indore, Tech","85%, Positive"
Festival,2655,4,12:00 - 22:00,2024-12-31,2025-01-03,"30-60, Bangalore, Education","75%, Neutral"
Conference,737,3,10:00 - 18:00,2025-01-17,2025-01-19,"18-35, Maharashtra, Arts","95%, Positive"
Festival,2098,1,12:00 - 22:00,2025-01-01,2025-01-01,"25-50, Delhi, Business","85%, Positive"
Conference,1406,2,10:00 - 18:00,2025-01-28,2025-01-29,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1006,2,10:00 - 18:00,2024-12-30,2024-12-31,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,1771,2,10:00 - 18:00,2024-10-23,2024-10-24,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,1709,2,10:00 - 18:00,2024-12-19,2024-12-20,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,2039,3,14:00 - 20:00,2024-10-28,2024-10-30,"18-25, Indore, Tech","85%, Positive"
Seminar,176,4,09:00 - 17:00,2024-12-04,2024-12-07,"18-25, Indore, Tech","70%, Negative"
Conference,1768,2,10:00 - 18:00,2024-12-18,2024-12-19,"25-50, Delhi, Business","95%, Positive"
Conference,1939,2,09:00 - 17:00,2025-01-25,2025-01-26,"30-60, Bangalore, Education","80%, Negative"
Conference,1500,4,09:00 - 17:00,2024-11-01,2024-11-04,"25-50, Delhi, Business","70%, Negative"
Trade Show,2965,4,12:00 - 22:00,2024-12-25,2024-12-28,"18-25, Indore, Tech","75%, Neutral"
Conference,1479,3,10:00 - 18:00,2025-01-15,2025-01-17,"18-25, Indore, Tech","95%, Positive"
Conference,1185,3,10:00 - 18:00,2024-11-22,2024-11-24,"18-25, Indore, Tech","95%, Positive"
Festival,3976,2,10:00 - 18:00,2024-10-04,2024-10-05,"30-60, Bangalore, Education","75%, Neutral"
Seminar,597,1,09:00 - 17:00,2024-11-22,2024-11-22,"30-60, Bangalore, Education","85%, Positive"
Festival,5447,2,09:00 - 17:00,2024-12-25,2024-12-26,"18-25, Indore, Tech","70%, Negative"
Seminar,1151,3,12:00 - 22:00,2024-10-20,2024-10-22,"30-60, Bangalore, Education","95%, Positive"
Festival,6574,4,12:00 - 22:00,2025-01-03,2025-01-06,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,2189,1,12:00 - 22:00,2024-12-30,2024-12-30,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,687,2,09:00 - 17:00,2024-12-10,2024-12-11,"30-60, Bangalore, Education","75%, Neutral"
Conference,430,3,09:00 - 17:00,2025-01-12,2025-01-14,"25-50, Delhi, Business","75%, Neutral"
Conference,1369,2,10:00 - 18:00,2024-12-21,2024-12-22,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1078,1,12:00 - 22:00,2024-12-28,2024-12-28,"18-35, Maharashtra, Arts","70%, Negative"
Festival,4442,1,12:00 - 22:00,2024-10-09,2024-10-09,"25-50, Delhi, Business","80%, Negative"
Trade Show,987,2,12:00 - 22:00,2024-10-31,2024-11-01,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,905,3,12:00 - 22:00,2024-10-16,2024-10-18,"20-45, Mumbai, Sports","95%, Positive"
Festival,4510,2,12:00 - 22:00,2024-10-03,2024-10-04,"18-25, Indore, Tech","85%, Positive"
Trade Show,1667,1,12:00 - 22:00,2025-01-12,2025-01-12,"18-25, Indore, Tech","70%, Negative"
Seminar,850,1,09:00 - 17:00,2024-12-27,2024-12-27,"18-25, Indore, Tech","70%, Negative"
Conference,967,2,10:00 - 18:00,2025-01-17,2025-01-18,"18-35, Maharashtra, Arts","70%, Negative"
Festival,4915,4,09:00 - 17:00,2024-11-25,2024-11-28,"20-45, Mumbai, Sports","85%, Positive"
Conference,681,3,10:00 - 18:00,2025-01-17,2025-01-19,"25-50, Delhi, Business","85%, Positive"
Festival,5795,2,09:00 - 17:00,2024-12-23,2024-12-24,"18-25, Indore, Tech","70%, Negative"
Trade Show,2737,2,12:00 - 22:00,2024-12-17,2024-12-18,"18-25, Indore, Tech","80%, Negative"
Conference,1592,2,10:00 - 18:00,2024-12-08,2024-12-09,"20-45, Mumbai, Sports","75%, Neutral"
Conference,491,3,10:00 - 18:00,2024-10-13,2024-10-15,"30-60, Bangalore, Education","70%, Negative"
Festival,3388,2,12:00 - 22:00,2024-12-05,2024-12-06,"18-25, Indore, Tech","85%, Positive"
Festival,6836,1,10:00 - 18:00,2024-12-07,2024-12-07,"18-25, Indore, Tech","85%, Positive"
Seminar,716,4,10:00 - 18:00,2024-11-25,2024-11-28,"25-50, Delhi, Business","80%, Negative"
Conference,445,3,09:00 - 17:00,2024-10-09,2024-10-11,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1803,4,12:00 - 22:00,2024-10-25,2024-10-28,"18-25, Indore, Tech","95%, Positive"
Seminar,1105,4,10:00 - 18:00,2024-12-08,2024-12-11,"18-25, Indore, Tech","95%, Positive"
Trade Show,1032,1,14:00 - 20:00,2025-01-18,2025-01-18,"20-45, Mumbai, Sports","95%, Positive"
Seminar,572,4,12:00 - 22:00,2024-12-26,2024-12-29,"18-25, Indore, Tech","80%, Negative"
Conference,301,4,09:00 - 17:00,2024-12-07,2024-12-10,"25-50, Delhi, Business","85%, Positive"
Seminar,761,3,10:00 - 18:00,2024-11-13,2024-11-15,"20-45, Mumbai, Sports","85%, Positive"
Conference,1527,3,09:00 - 17:00,2024-11-29,2024-12-01,"25-50, Delhi, Business","95%, Positive"
Festival,2509,2,09:00 - 17:00,2024-11-17,2024-11-18,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,487,3,09:00 - 17:00,2025-01-12,2025-01-14,"25-50, Delhi, Business","80%, Negative"
Conference,669,2,09:00 - 17:00,2024-12-22,2024-12-23,"18-35, Maharashtra, Arts","70%, Negative"
Festival,3597,4,14:00 - 20:00,2024-10-11,2024-10-14,"30-60, Bangalore, Education","85%, Positive"
Conference,1404,4,10:00 - 18:00,2024-12-26,2024-12-29,"30-60, Bangalore, Education","70%, Negative"
Conference,877,4,09:00 - 17:00,2024-11-02,2024-11-05,"18-25, Indore, Tech","70%, Negative"
Conference,771,2,09:00 - 17:00,2024-11-24,2024-11-25,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2587,1,14:00 - 20:00,2024-11-05,2024-11-05,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1873,2,09:00 - 17:00,2024-12-31,2025-01-01,"18-25, Indore, Tech","95%, Positive"
Seminar,883,2,10:00 - 18:00,2025-01-15,2025-01-16,"25-50, Delhi, Business","85%, Positive"
Festival,1801,3,10:00 - 18:00,2024-11-06,2024-11-08,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1528,2,09:00 - 17:00,2024-10-05,2024-10-06,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,953,3,10:00 - 18:00,2024-12-27,2024-12-29,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,402,2,12:00 - 22:00,2025-01-15,2025-01-16,"25-50, Delhi, Business","95%, Positive"
Festival,4753,2,12:00 - 22:00,2024-11-26,2024-11-27,"18-25, Indore, Tech","80%, Negative"
Festival,6889,1,10:00 - 18:00,2024-10-15,2024-10-15,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,835,1,12:00 - 22:00,2024-11-03,2024-11-03,"18-25, Indore, Tech","85%, Positive"
Seminar,969,2,09:00 - 17:00,2024-12-08,2024-12-09,"18-25, Indore, Tech","95%, Positive"
Trade Show,1041,3,12:00 - 22:00,2025-01-07,2025-01-09,"25-50, Delhi, Business","80%, Negative"
Seminar,939,4,09:00 - 17:00,2025-01-20,2025-01-23,"18-35, Maharashtra, Arts","85%, Positive"
Conference,975,2,09:00 - 17:00,2024-10-09,2024-10-10,"18-25, Indore, Tech","75%, Neutral"
Trade Show,2865,4,14:00 - 20:00,2024-10-04,2024-10-07,"30-60, Bangalore, Education","95%, Positive"
Conference,1961,2,09:00 - 17:00,2024-12-15,2024-12-16,"20-45, Mumbai, Sports","85%, Positive"
Festival,5482,4,14:00 - 20:00,2025-01-13,2025-01-16,"18-35, Maharashtra, Arts","85%, Positive"
Festival,2881,2,14:00 - 20:00,2024-12-12,2024-12-13,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,592,2,10:00 - 18:00,2024-12-05,2024-12-06,"18-25, Indore, Tech","70%, Negative"
Festival,6005,4,09:00 - 17:00,2024-10-09,2024-10-12,"18-25, Indore, Tech","80%, Negative"
Festival,4320,1,10:00 - 18:00,2024-10-29,2024-10-29,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,1542,1,10:00 - 18:00,2024-12-25,2024-12-25,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,309,2,10:00 - 18:00,2024-12-31,2025-01-01,"25-50, Delhi, Business","95%, Positive"
Festival,5933,2,14:00 - 20:00,2024-10-12,2024-10-13,"20-45, Mumbai, Sports","70%, Negative"
Seminar,636,2,10:00 - 18:00,2024-12-04,2024-12-05,"18-25, Indore, Tech","85%, Positive"
Trade Show,581,2,10:00 - 18:00,2024-10-06,2024-10-07,"20-45, Mumbai, Sports","75%, Neutral"
Festival,4627,2,09:00 - 17:00,2024-11-28,2024-11-29,"30-60, Bangalore, Education","70%, Negative"
Festival,3783,3,10:00 - 18:00,2024-10-05,2024-10-07,"30-60, Bangalore, Education","70%, Negative"
Trade Show,583,3,12:00 - 22:00,2024-11-29,2024-12-01,"25-50, Delhi, Business","80%, Negative"
Seminar,1006,3,09:00 - 17:00,2025-01-20,2025-01-22,"18-25, Indore, Tech","95%, Positive"
Seminar,149,3,12:00 - 22:00,2024-11-29,2024-12-01,"25-50, Delhi, Business","80%, Negative"
Festival,1717,1,10:00 - 18:00,2025-01-02,2025-01-02,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,1053,3,12:00 - 22:00,2024-11-15,2024-11-17,"25-50, Delhi, Business","75%, Neutral"
Festival,6455,3,14:00 - 20:00,2024-10-02,2024-10-04,"18-25, Indore, Tech","85%, Positive"
Seminar,1032,3,10:00 - 18:00,2024-11-16,2024-11-18,"30-60, Bangalore, Education","85%, Positive"
Conference,654,4,09:00 - 17:00,2025-01-17,2025-01-20,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,954,3,10:00 - 18:00,2024-11-30,2024-12-02,"25-50, Delhi, Business","85%, Positive"
Seminar,249,1,10:00 - 18:00,2024-10-15,2024-10-15,"20-45, Mumbai, Sports","95%, Positive"
Seminar,253,4,12:00 - 22:00,2025-01-24,2025-01-27,"18-25, Indore, Tech","95%, Positive"
Trade Show,1208,4,10:00 - 18:00,2025-01-08,2025-01-11,"18-25, Indore, Tech","70%, Negative"
Seminar,406,2,10:00 - 18:00,2024-11-22,2024-11-23,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1877,3,12:00 - 22:00,2024-12-05,2024-12-07,"18-35, Maharashtra, Arts","70%, Negative"
Trade Show,548,3,12:00 - 22:00,2024-11-21,2024-11-23,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,907,1,10:00 - 18:00,2024-11-10,2024-11-10,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,937,3,14:00 - 20:00,2024-10-19,2024-10-21,"20-45, Mumbai, Sports","80%, Negative"
Conference,1212,3,10:00 - 18:00,2024-10-12,2024-10-14,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2108,2,14:00 - 20:00,2025-01-18,2025-01-19,"30-60, Bangalore, Education","80%, Negative"
Conference,301,3,10:00 - 18:00,2024-11-12,2024-11-14,"18-25, Indore, Tech","95%, Positive"
Trade Show,1258,3,12:00 - 22:00,2024-12-02,2024-12-04,"30-60, Bangalore, Education","95%, Positive"
Seminar,1008,3,09:00 - 17:00,2024-11-28,2024-11-30,"18-25, Indore, Tech","80%, Negative"
Festival,4060,2,12:00 - 22:00,2024-12-26,2024-12-27,"20-45, Mumbai, Sports","80%, Negative"
Festival,4276,4,14:00 - 20:00,2025-01-01,2025-01-04,"20-45, Mumbai, Sports","70%, Negative"
Conference,1721,3,09:00 - 17:00,2024-10-07,2024-10-09,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2236,2,12:00 - 22:00,2024-11-12,2024-11-13,"20-45, Mumbai, Sports","70%, Negative"
Seminar,167,3,10:00 - 18:00,2024-12-22,2024-12-24,"25-50, Delhi, Business","85%, Positive"
Festival,5481,3,12:00 - 22:00,2024-10-20,2024-10-22,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1779,3,14:00 - 20:00,2024-10-07,2024-10-09,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,203,4,09:00 - 17:00,2024-10-30,2024-11-02,"18-35, Maharashtra, Arts","95%, Positive"
Conference,539,3,10:00 - 18:00,2025-01-25,2025-01-27,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,2126,4,12:00 - 22:00,2024-11-21,2024-11-24,"30-60, Bangalore, Education","95%, Positive"
Conference,1207,4,09:00 - 17:00,2025-01-17,2025-01-20,"30-60, Bangalore, Education","75%, Neutral"
Festival,3816,4,09:00 - 17:00,2024-10-26,2024-10-29,"20-45, Mumbai, Sports","95%, Positive"
Festival,5685,4,12:00 - 22:00,2025-01-11,2025-01-14,"18-35, Maharashtra, Arts","80%, Negative"
Festival,4443,4,10:00 - 18:00,2024-10-25,2024-10-28,"18-25, Indore, Tech","80%, Negative"
Trade Show,1265,1,10:00 - 18:00,2025-01-07,2025-01-07,"18-25, Indore, Tech","75%, Neutral"
Seminar,1138,4,10:00 - 18:00,2025-01-15,2025-01-18,"30-60, Bangalore, Education","70%, Negative"
Conference,334,4,09:00 - 17:00,2024-10-15,2024-10-18,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1344,4,10:00 - 18:00,2024-12-24,2024-12-27,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,2690,2,10:00 - 18:00,2024-12-12,2024-12-13,"18-25, Indore, Tech","75%, Neutral"
Seminar,1125,4,10:00 - 18:00,2024-12-26,2024-12-29,"18-25, Indore, Tech","70%, Negative"
Trade Show,640,1,12:00 - 22:00,2025-01-13,2025-01-13,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1513,3,14:00 - 20:00,2024-10-12,2024-10-14,"30-60, Bangalore, Education","80%, Negative"
Festival,2017,2,09:00 - 17:00,2024-10-07,2024-10-08,"25-50, Delhi, Business","70%, Negative"
Trade Show,2745,3,12:00 - 22:00,2024-11-01,2024-11-03,"25-50, Delhi, Business","85%, Positive"
Trade Show,2935,1,10:00 - 18:00,2024-12-17,2024-12-17,"30-60, Bangalore, Education","70%, Negative"
Festival,1988,3,09:00 - 17:00,2024-12-22,2024-12-24,"30-60, Bangalore, Education","70%, Negative"
Conference,1788,2,09:00 - 17:00,2025-01-13,2025-01-14,"25-50, Delhi, Business","80%, Negative"
Conference,1728,3,10:00 - 18:00,2024-10-27,2024-10-29,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,511,2,14:00 - 20:00,2024-12-29,2024-12-30,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,1232,4,10:00 - 18:00,2024-12-11,2024-12-14,"25-50, Delhi, Business","95%, Positive"
Conference,1332,3,09:00 - 17:00,2024-11-29,2024-12-01,"30-60, Bangalore, Education","95%, Positive"
Seminar,831,1,09:00 - 17:00,2024-10-06,2024-10-06,"30-60, Bangalore, Education","70%, Negative"
Seminar,494,4,12:00 - 22:00,2024-10-07,2024-10-10,"18-35, Maharashtra, Arts","85%, Positive"
Conference,482,2,09:00 - 17:00,2024-10-01,2024-10-02,"30-60, Bangalore, Education","80%, Negative"
Festival,5971,4,09:00 - 17:00,2024-11-17,2024-11-20,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,744,1,12:00 - 22:00,2024-10-25,2024-10-25,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2370,3,10:00 - 18:00,2024-12-05,2024-12-07,"18-35, Maharashtra, Arts","70%, Negative"
Conference,729,2,10:00 - 18:00,2024-12-25,2024-12-26,"20-45, Mumbai, Sports","95%, Positive"
Seminar,1054,3,12:00 - 22:00,2024-10-05,2024-10-07,"18-25, Indore, Tech","95%, Positive"
Trade Show,2563,2,12:00 - 22:00,2024-11-13,2024-11-14,"30-60, Bangalore, Education","75%, Neutral"
Festival,1442,4,10:00 - 18:00,2024-12-06,2024-12-09,"18-25, Indore, Tech","80%, Negative"
Seminar,84,3,10:00 - 18:00,2024-12-16,2024-12-18,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,1182,4,12:00 - 22:00,2024-10-08,2024-10-11,"18-35, Maharashtra, Arts","80%, Negative"
Festival,2660,2,14:00 - 20:00,2024-12-28,2024-12-29,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1318,3,12:00 - 22:00,2024-12-16,2024-12-18,"18-35, Maharashtra, Arts","95%, Positive"
Festival,4922,4,14:00 - 20:00,2024-10-08,2024-10-11,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,2713,2,14:00 - 20:00,2024-11-10,2024-11-11,"18-35, Maharashtra, Arts","70%, Negative"
Trade Show,2315,4,12:00 - 22:00,2024-12-12,2024-12-15,"30-60, Bangalore, Education","75%, Neutral"
Festival,1313,4,12:00 - 22:00,2025-01-24,2025-01-27,"20-45, Mumbai, Sports","80%, Negative"
Festival,667,3,10:00 - 18:00,2024-10-20,2024-10-22,"18-25, Indore, Tech","80%, Negative"
Conference,1101,3,10:00 - 18:00,2025-01-07,2025-01-09,"25-50, Delhi, Business","85%, Positive"
Seminar,144,4,10:00 - 18:00,2024-11-18,2024-11-21,"25-50, Delhi, Business","70%, Negative"
Trade Show,515,4,14:00 - 20:00,2024-12-03,2024-12-06,"20-45, Mumbai, Sports","85%, Positive"
Seminar,302,3,12:00 - 22:00,2025-01-05,2025-01-07,"18-25, Indore, Tech","85%, Positive"
Conference,1923,4,09:00 - 17:00,2024-11-23,2024-11-26,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,476,3,09:00 - 17:00,2025-01-27,2025-01-29,"18-25, Indore, Tech","80%, Negative"
Festival,4636,3,14:00 - 20:00,2024-10-29,2024-10-31,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1327,3,12:00 - 22:00,2024-12-15,2024-12-17,"20-45, Mumbai, Sports","95%, Positive"
Seminar,1142,3,10:00 - 18:00,2024-12-17,2024-12-19,"18-35, Maharashtra, Arts","95%, Positive"
Festival,3393,2,09:00 - 17:00,2024-12-26,2024-12-27,"25-50, Delhi, Business","70%, Negative"
Seminar,937,3,09:00 - 17:00,2025-01-03,2025-01-05,"30-60, Bangalore, Education","75%, Neutral"
Conference,971,3,10:00 - 18:00,2025-01-10,2025-01-12,"25-50, Delhi, Business","80%, Negative"
Trade Show,1816,4,14:00 - 20:00,2024-11-18,2024-11-21,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,2676,2,10:00 - 18:00,2024-10-06,2024-10-07,"18-25, Indore, Tech","80%, Negative"
Conference,352,3,10:00 - 18:00,2024-11-09,2024-11-11,"30-60, Bangalore, Education","80%, Negative"
Festival,4884,1,12:00 - 22:00,2025-01-29,2025-01-29,"30-60, Bangalore, Education","85%, Positive"
